timestamps,delta_absolute_1,delta_absolute_2,delta_absolute_3,delta_absolute_4,theta_absolute_1,theta_absolute_2,theta_absolute_3,theta_absolute_4,alpha_absolute_1,alpha_absolute_2,alpha_absolute_3,alpha_absolute_4,beta_absolute_1,beta_absolute_2,beta_absolute_3,beta_absolute_4,gamma_absolute_1,gamma_absolute_2,gamma_absolute_3,gamma_absolute_4,delta_relative_1,delta_relative_2,delta_relative_3,delta_relative_4,theta_relative_1,theta_relative_2,theta_relative_3,theta_relative_4,alpha_relative_1,alpha_relative_2,alpha_relative_3,alpha_relative_4,beta_relative_1,beta_relative_2,beta_relative_3,beta_relative_4,gamma_relative_1,gamma_relative_2,gamma_relative_3,gamma_relative_4,delta_session_score_1,delta_session_score_2,delta_session_score_3,delta_session_score_4,theta_session_score_1,theta_session_score_2,theta_session_score_3,theta_session_score_4,alpha_session_score_1,alpha_session_score_2,alpha_session_score_3,alpha_session_score_4,beta_session_score_1,beta_session_score_2,beta_session_score_3,beta_session_score_4,gamma_session_score_1,gamma_session_score_2,gamma_session_score_3,gamma_session_score_4,focused
1569118350.5337100,,,,,0.838724,0.463142,1.0122,0.966348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.5337200,,,,,,,,,,,,,,,,,0.570917,-0.654896,-0.634634,0.290801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.5337400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159306,0.107932,0.165375,0.196582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.5337500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178509,0.0399306,0.0312384,0.0986022,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.5337600,,,,,,,,,,,,,,,,,,,,,0.353334,0.577294,0.534187,0.480523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.5338000,,,,,,,,,,,,,,,,,,,,,,,,,0.200585,0.255383,0.263262,0.185201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.5338100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108266,0.0194605,0.0059368,0.0390927,,,,,,,,,,,,,,,,,,,,,0
1569118350.5338300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,0
1569118350.5338400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,0
1569118350.5338500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3,1.0,0.0,,,,,,,,,,,,,,,,,0
1569118350.5338600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.463768,1.0,0.0,,,,,,,,,,,,,0
1569118350.5338700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.413043,0.0,0
1569118350.6351600,,,,,,,,,0.738659,0.0730866,0.808739,0.992249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6352000,,,,,,,,,,,,,0.788086,-0.360335,0.0819172,0.720422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6352100,1.08461,0.871198,1.32081,1.38958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6352300,,,,,0.838724,0.523699,1.01217,0.975018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6352500,,,,,,,,,,,,,,,,,0.570917,-0.717271,-0.620733,0.296614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6352600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159306,0.0940272,0.164645,0.192533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6352700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178509,0.0346603,0.0308836,0.102963,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6352900,,,,,,,,,,,,,,,,,,,,,0.353334,0.590697,0.53533,0.480656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6353200,,,,,,,,,,,,,,,,,,,,,,,,,0.200585,0.265379,0.263016,0.185044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.6353300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108266,0.0152369,0.00612459,0.0388036,,,,,,,,,,,,,,,,,,,,,0
1569118350.6353500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,0
1569118350.6353700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,0
1569118350.6353700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.366667,1.0,0.0,,,,,,,,,,,,,,,,,0
1569118350.6353900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.550725,1.0,0.0,,,,,,,,,,,,,0
1569118350.6354000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.456522,0.0,0
1569118350.7366800,,,,,,,,,0.738659,0.0686914,0.808722,0.998258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7367200,,,,,,,,,,,,,0.788086,-0.37225,0.078463,0.707971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7367300,1.08461,0.932327,1.32326,1.35635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7367500,,,,,0.838724,0.593934,1.00879,0.938293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7367700,,,,,,,,,,,,,,,,,0.570917,-0.779557,-0.607795,0.325794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7367800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159306,0.0822307,0.164486,0.205046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7367900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178509,0.0297915,0.0306106,0.105091,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7368100,,,,,,,,,,,,,,,,,,,,,0.353334,0.600717,0.537865,0.467672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7368400,,,,,,,,,,,,,,,,,,,,,,,,,0.200585,0.275598,0.260734,0.178602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.7368600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108266,0.0116623,0.00630395,0.04359,,,,,,,,,,,,,,,,,,,,,0
1569118350.7368700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,0
1569118350.7368900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,0
1569118350.7369000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,1.0,0.0,,,,,,,,,,,,,,,,,0
1569118350.7369100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,1.0,0.0,,,,,,,,,,,,,0
1569118350.7369200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.478261,0.0,0
1569118350.8382000,,,,,,,,,0.738659,0.0686914,0.808722,1.02025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8382400,,,,,,,,,,,,,0.788086,-0.37225,0.0736616,0.692679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8382600,1.08461,0.932327,1.32329,1.33704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8382700,,,,,0.838724,0.593934,1.00528,0.91965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8382900,,,,,,,,,,,,,,,,,0.570917,-0.779557,-0.599545,0.344905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8383000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.159306,0.0822307,0.164862,0.219843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8383200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178509,0.0297915,0.0303432,0.103405,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8383300,,,,,,,,,,,,,,,,,,,,,0.353334,0.600717,0.539127,0.455938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8383600,,,,,,,,,,,,,,,,,,,,,,,,,0.200585,0.275598,0.259227,0.174387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.8383800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108266,0.0116623,0.00643954,0.0464267,,,,,,,,,,,,,,,,,,,,,0
1569118350.8384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,0
1569118350.8384100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.965517,0.0,,,,,0
1569118350.8384200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,1.0,0.0,,,,,,,,,,,,,,,,,0
1569118350.8384300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,1.0,0.0,,,,,,,,,,,,,0
1569118350.8384400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.5,0.0,0
1569118350.9397300,,,,,,,,,0.717286,0.0686914,0.808722,1.04413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9397700,,,,,,,,,,,,,0.803189,-0.37225,0.0628233,0.676977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9397800,1.11058,0.932327,1.31196,1.33155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9398000,,,,,0.873748,0.593934,0.999151,0.912201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9398100,,,,,,,,,,,,,,,,,0.558082,-0.779557,-0.599095,0.358416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9398300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14665,0.0822307,0.167928,0.231918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9398400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.178725,0.0297915,0.0301456,0.0995808,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9398500,,,,,,,,,,,,,,,,,,,,,0.362727,0.600717,0.535014,0.449522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9398900,,,,,,,,,,,,,,,,,,,,,,,,,0.210254,0.275598,0.260347,0.171159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118350.9399000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101643,0.0116623,0.00656608,0.0478206,,,,,,,,,,,,,,,,,,,,,0
1569118350.9399200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,0
1569118350.9399300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.931035,0.0,,,,,0
1569118350.9399400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,0.985714,0.0,,,,,,,,,,,,,,,,,0
1569118350.9399500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,1.0,0.0,,,,,,,,,,,,,0
1569118350.9399600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.5,0.0,0
1569118351.0412500,,,,,,,,,0.704752,0.0686914,0.808722,1.06201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0412900,,,,,,,,,,,,,0.813607,-0.37225,0.0440682,0.662838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0413000,1.12681,0.932327,1.27819,1.33302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0413200,,,,,0.911133,0.593934,0.979431,0.905121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0413400,,,,,,,,,,,,,,,,,0.55379,-0.779557,-0.605139,0.367029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0413500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138076,0.0822307,0.177317,0.240157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0413600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.177408,0.0297915,0.0304857,0.0957907,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0413800,,,,,,,,,,,,,,,,,,,,,0.364906,0.600717,0.52266,0.448235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0414100,,,,,,,,,,,,,,,,,,,,,,,,,0.222075,0.275598,0.2627,0.167342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.0414200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0975342,0.0116623,0.00683738,0.0484746,,,,,,,,,,,,,,,,,,,,,0
1569118351.0414400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,,0
1569118351.0414600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.862069,0.0,,,,,0
1569118351.0414600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,0.928571,0.0,,,,,,,,,,,,,,,,,0
1569118351.0414800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,0.978022,0.0,,,,,,,,,,,,,0
1569118351.0414800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.511628,0.0,0
1569118351.1427700,,,,,,,,,0.701615,0.0686914,0.807745,1.06606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1428100,,,,,,,,,,,,,0.818254,-0.37225,0.0198641,0.650768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1428200,1.12429,0.932327,1.21067,1.32906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1428400,,,,,0.947219,0.593934,0.933653,0.89103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1428600,,,,,,,,,,,,,,,,,0.562037,-0.779557,-0.614397,0.37078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1428700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134406,0.0822307,0.197395,0.244697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1428900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175816,0.0297915,0.0321704,0.0940456,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1429000,,,,,,,,,,,,,,,,,,,,,0.35571,0.600717,0.499185,0.448369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1429300,,,,,,,,,,,,,,,,,,,,,,,,,0.236604,0.275598,0.263782,0.163531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.1429500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0974634,0.0116623,0.00746784,0.0493572,,,,,,,,,,,,,,,,,,,,,0
1569118351.1429600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.988506,0.0,,,,,,,,,0
1569118351.1429800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.793103,0.0,,,,,0
1569118351.1429900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,0.842857,0.0,,,,,,,,,,,,,,,,,0
1569118351.1430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,0.923077,0.0,,,,,,,,,,,,,0
1569118351.1430100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.488372,0.0,0
1569118351.2442900,,,,,,,,,0.669995,0.0686914,0.795666,1.06606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2443300,,,,,,,,,,,,,0.816958,-0.37225,-0.00583912,0.641426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2443500,1.10124,0.932327,1.10837,1.31425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2443600,,,,,0.974933,0.593934,0.859993,0.869314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2443800,,,,,,,,,,,,,,,,,0.584291,-0.779557,-0.625492,0.370296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2443900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125929,0.0822307,0.226757,0.25099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2444100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17664,0.0297915,0.0358142,0.0944114,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2444200,,,,,,,,,,,,,,,,,,,,,0.339919,0.600717,0.465871,0.444472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2444500,,,,,,,,,,,,,,,,,,,,,,,,,0.254135,0.275598,0.262959,0.159556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.2444700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103377,0.0116623,0.00859811,0.0505702,,,,,,,,,,,,,,,,,,,,,0
1569118351.2444900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.977012,0.0,,,,,,,,,0
1569118351.2445000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.689655,0.0,,,,,0
1569118351.2445100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,0.7,0.0,,,,,,,,,,,,,,,,,0
1569118351.2445200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,0.846154,0.0,,,,,,,,,,,,,0
1569118351.2445300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.465116,0.0,0
1569118351.3458200,,,,,,,,,0.614857,0.0686914,0.764919,1.06606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3458600,,,,,,,,,,,,,0.811831,-0.37225,-0.0329238,0.637583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3458700,1.06646,0.932327,0.997165,1.29142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3458900,,,,,0.982898,0.593934,0.77106,0.84374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3459000,,,,,,,,,,,,,,,,,0.61339,-0.779557,-0.638475,0.3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3459200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114508,0.0822307,0.255097,0.259593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3459300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.180223,0.0297915,0.0406316,0.0967869,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3459400,,,,,,,,,,,,,,,,,,,,,0.323921,0.600717,0.435464,0.436173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3459800,,,,,,,,,,,,,,,,,,,,,,,,,0.267225,0.275598,0.25873,0.155587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.3459900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114122,0.0116623,0.0100766,0.0518602,,,,,,,,,,,,,,,,,,,,,0
1569118351.3460100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.942529,0.0,,,,,,,,,0
1569118351.3460200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.62069,0.0,,,,,0
1569118351.3460300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,0.528571,0.0,,,,,,,,,,,,,,,,,0
1569118351.3460400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,0.747253,0.0,,,,,,,,,,,,,0
1569118351.3460500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.44186,0.0,0
1569118351.4473400,,,,,,,,,0.552588,0.0686914,0.725885,1.06606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4473800,,,,,,,,,,,,,0.807188,-0.37225,-0.0652793,0.644156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4473900,1.01923,0.932327,0.901481,1.26633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4474100,,,,,0.958252,0.593934,0.682985,0.818953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4474300,,,,,,,,,,,,,,,,,0.636758,-0.779557,-0.650192,0.363244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4474400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105436,0.0822307,0.277159,0.268186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4474500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189491,0.0297915,0.0448295,0.101516,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4474700,,,,,,,,,,,,,,,,,,,,,0.308768,0.600717,0.415264,0.425313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4475000,,,,,,,,,,,,,,,,,,,,,,,,,0.26832,0.275598,0.251089,0.15182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.4475100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127985,0.0116623,0.0116587,0.0531645,,,,,,,,,,,,,,,,,,,,,0
1569118351.4475300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.896552,0.0,,,,,,,,,0
1569118351.4475500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.482759,0.0,,,,,0
1569118351.4475500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.433333,0.4,0.0,,,,,,,,,,,,,,,,,0
1569118351.4475700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.652174,0.648352,0.0,,,,,,,,,,,,,0
1569118351.4475700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.418605,0.0,0
1569118351.5488600,,,,,,,,,0.463403,0.0686914,0.676361,1.01049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.5489000,,,,,,,,,,,,,0.806737,-0.37225,-0.108179,0.671668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.5489100,0.954172,0.932327,0.84173,1.1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.5489300,,,,,0.894656,0.593934,0.595185,0.761981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.5489500,,,,,,,,,,,,,,,,,0.644416,-0.779557,-0.653703,0.380382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.5489600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095086,0.0822307,0.285394,0.263542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1569118351.5489800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209628,0.0297915,0.046871,0.12079,,,,,,,,,,,,,,,,,,,,,,,,,0
